name,employees,code
arma dei carabinieri,2660,ITI4
banca fideuram,2518,ITI4
almaviva s.p.a.,2290,ITI4
wind,2092,ITI4
rfi rete ferroviaria italiana,2021,ITI4
"university of rome ""tor vergata""",1971,ITI4
comune,1886,ITI4
inail,1879,ITI4
banca d'italia,1819,ITI4
bulgari,1818,ITI4
università degli studi roma tre,1474,ITI4
università degli studi di roma 'la sapienza',1417,ITI4
astaldi,1379,ITI4
enel green power,1325,ITI4
fendi,1243,ITI4
enea,1232,ITI4
ferrovie dello stato s.p.a.,1154,ITI4
ministero delle infrastrutture e trasporti,1126,ITI4
comune di roma,1082,ITI4
anas,1073,ITI4
croce rossa italiana,1066,ITI4
scuola superiore della pubblica amministrazione,1065,ITI4
policlinico umberto i,1053,ITI4
infn,961,ITI4
regione lazio,941,ITI4
angelini,924,ITI4
ministero dei beni e delle attività culturali e del turismo,915,ITI4
atac spa,896,ITI4
terna,884,ITI4
rai - radiotelevisione italiana s.p.a.,884,ITI4
indipendente,865,ITI4
istat,839,ITI4
groupama assicurazioni s.p.a.,831,ITI4
international fund for agricultural development,818,ITI4
acea spa,778,ITI4
autostrade per l'italia,767,ITI4
ssc,743,ITI4
enav,726,ITI4
luiss,719,ITI4
ericsson it solutions & services spa,697,ITI4
sanpaolo invest sim s.p.a.,681,ITI4
sogei,673,ITI4
presidenza del consiglio dei ministri,637,ITI4
sara assicurazioni s.p.a.,632,ITI4
italferr s.p.a.,615,ITI4
italia lavoro,610,ITI4
sielte s.p.a.,600,ITI4
sda express courier,600,ITI4
camera dei deputati,597,ITI4
mondo convenienza,565,ITI4
telespazio,555,ITI4
invitalia,538,ITI4
sace,520,ITI4
enac,516,ITI4
lottomatica,491,ITI4
rai trade,489,ITI4
gruppo editoriale l'espresso,479,ITI4
ansa,472,ITI4
miur,472,ITI4
università campus bio-medico di roma,466,ITI4
as roma  official,453,ITI4
dgs,436,ITI4
vitrociset,429,ITI4
ingv,426,ITI4
sigma-tau,407,ITI4
consip,405,ITI4
shriram fortune solutions ltd,401,ITI4
esercito italiano,399,ITI4
sesa,399,ITI4
cassa depositi e prestiti,389,ITI4
"gianni, origoni, grippo, cappelli & partners",389,ITI4
confcommercio-imprese per l’italia,373,ITI4
senato della repubblica,371,ITI4
studio commercialista,370,ITI4
acli - associazioni cristiane lavoratori italiani,367,ITI4
brioni,366,ITI4
provincia di roma,365,ITI4
translated,360,ITI4
emec,359,ITI4
confindustria,355,ITI4
iccrea banca s.p.a.,352,ITI4
agricultural research council,351,ITI4
kt - kinetics technology s.p.a.,351,ITI4
"be think, solve, execute s.p.a.",347,ITI4
sistemi informativi,342,ITI4
ads assembly data system s.p.a.,341,ITI4
